17163143218631157208842240,639147,17163143218631157208842240,361813,503894
17163143218631157208842240,207786,17163143218631157208842240,83200,137387
17163143218631157208842240,189867,17163143218631157208842240,212055,310187
17163143218631157208842240,203520,17163143218631157208842240,203947,202667
17163143218631157208842240,175787,17163143218631157208842240,86187,93866
17163143218631157208842240,203947,17163143218631157208842240,71254,86613
17163143218631157208842240,1047041,17163143218631157208842240,70400,64000
17163143218631157208842240,96854,17163143218631157208842240,315307,76373
17163143218631157208842240,183468,17163143218631157208842240,80640,74666
17163143218631157208842240,74241,17163143218631157208842240,52479,49067
17163143218631157208842240,544853,17163143218631157208842240,344747,367361
17163143218631157208842240,244481,17163143218631157208842240,93013,181333
17163143218631157208842240,314454,17163143218631157208842240,276907,170668
17163143218631157208842240,266667,17163143218631157208842240,176640,139520
17163143218631157208842240,1231787,17163143218631157208842240,456107,104961
17163143218631157208842240,145495,17163143218631157208842240,65280,93014
17163143218631157208842240,1143042,17163143218631157208842240,85761,59733
17163143218631157208842240,96853,17163143218631157208842240,114347,48639
17163143218631157208842240,110080,17163143218631157208842240,63147,52907
17163143218631157208842240,73388,17163143218631157208842240,72533,53760
17163143218631157208842240,599894,17163143218631157208842240,315307,253440
17163143218631157208842240,387840,17163143218631157208842240,136960,199254
17163143218631157208842240,129707,17163143218631157208842240,122453,111787
17163143218631157208842240,180053,17163143218631157208842240,158294,122880
17163143218631157208842240,157441,17163143218631157208842240,74240,99841
17163143218631157208842240,168959,17163143218631157208842240,92586,90454
17163143218631157208842240,103679,17163143218631157208842240,62721,66133
17163143218631157208842240,910082,17163143218631157208842240,450133,64000
17163143218631157208842240,113920,17163143218631157208842240,60160,46933
17163143218631157208842240,47787,17163143218631157208842240,57600,35413
17163143218631157208842240,593493,17163143218631157208842240,204800,292266
17163143218631157208842240,235520,17163143218631157208842240,73814,313600
17163143218631157208842240,165120,17163143218631157208842240,154027,162559
17163143218631157208842240,184746,17163143218631157208842240,164267,126720
17163143218631157208842240,184748,17163143218631157208842240,170240,96000
17163143218631157208842240,144214,17163143218631157208842240,80640,85760
17163143218631157208842240,110507,17163143218631157208842240,70827,62720
17163143218631157208842240,149333,17163143218631157208842240,89600,52053
17163143218631157208842240,138240,17163143218631157208842240,100267,52480
17163143218631157208842240,71681,17163143218631157208842240,55894,54614
17163143218631157208842240,410453,17163143218631157208842240,173654,224427
17163143218631157208842240,323413,17163143218631157208842240,134401,283307
17163143218631157208842240,259413,17163143218631157208842240,122453,139093
17163143218631157208842240,173227,17163143218631157208842240,187733,119893
17163143218631157208842240,206507,17163143218631157208842240,4172804,155734
17163143218631157208842240,229120,17163143218631157208842240,78080,92160
17163143218631157208842240,108374,17163143218631157208842240,78080,65280
17163143218631157208842240,89173,17163143218631157208842240,305066,65280
17163143218631157208842240,101121,17163143218631157208842240,62720,50347
17163143218631157208842240,71681,17163143218631157208842240,54613,53760
17163143218631157208842240,490241,17163143218631157208842240,280320,401067
17163143218631157208842240,314028,17163143218631157208842240,128427,164694
17163143218631157208842240,209493,17163143218631157208842240,163840,157013
17163143218631157208842240,184747,17163143218631157208842240,135680,195841
17163143218631157208842240,208213,17163143218631157208842240,205227,143361
17163143218631157208842240,193280,17163143218631157208842240,75947,91306
17163143218631157208842240,102400,17163143218631157208842240,73815,68267
17163143218631157208842240,247040,17163143218631157208842240,90880,64427
17163143218631157208842240,150187,17163143218631157208842240,112640,54613
17163143218631157208842240,70826,17163143218631157208842240,53334,51627
17163143218631157208842240,462935,17163143218631157208842240,288854,245760
17163143218631157208842240,413015,17163143218631157208842240,142933,431360
17163143218631157208842240,255574,17163143218631157208842240,210347,159573
17163143218631157208842240,364374,17163143218631157208842240,137813,94294
17163143218631157208842240,119039,17163143218631157208842240,74667,80640
17163143218631157208842240,202666,17163143218631157208842240,81493,89599
17163143218631157208842240,101546,17163143218631157208842240,130559,81493
17163143218631157208842240,119467,17163143218631157208842240,84053,61867
17163143218631157208842240,112214,17163143218631157208842240,63146,46933
17163143218631157208842240,72533,17163143218631157208842240,78081,52480
17163143218631157208842240,607574,17163143218631157208842240,290987,366080
17163143218631157208842240,335787,17163143218631157208842240,139521,366080
17163143218631157208842240,278186,17163143218631157208842240,180907,155733
17163143218631157208842240,254720,17163143218631157208842240,162133,129280
17163143218631157208842240,208214,17163143218631157208842240,190720,136533
17163143218631157208842240,203094,17163143218631157208842240,105814,75947
17163143218631157208842240,94720,17163143218631157208842240,67840,66134
17163143218631157208842240,81066,17163143218631157208842240,70401,52907
17163143218631157208842240,81920,17163143218631157208842240,54613,41813
17163143218631157208842240,69546,17163143218631157208842240,51200,49066
17163143218631157208842240,489388,17163143218631157208842240,302934,441174
17163143218631157208842240,351574,17163143218631157208842240,136533,374186
17163143218631157208842240,236373,17163143218631157208842240,129707,120320
17163143218631157208842240,218880,17163143218631157208842240,240214,197547
17163143218631157208842240,202666,17163143218631157208842240,172374,130133
17163143218631157208842240,198827,17163143218631157208842240,72533,87466
17163143218631157208842240,101120,17163143218631157208842240,75946,306348
17163143218631157208842240,93013,17163143218631157208842240,272214,73813
17163143218631157208842240,114773,17163143218631157208842240,91734,105387
17163143218631157208842240,112214,17163143218631157208842240,111787,64427
17163143218631157208842240,559787,17163143218631157208842240,379733,487254
17163143218631157208842240,245333,17163143218631157208842240,141227,206080
17163143218631157208842240,164693,17163143218631157208842240,146347,64426
17163143218631157208842240,162987,17163143218631157208842240,107094,102400
17163143218631157208842240,130559,17163143218631157208842240,70827,89173
17163143218631157208842240,126294,17163143218631157208842240,69974,90880
17163143218631157208842240,127574,17163143218631157208842240,66986,96426
17163143218631157208842240,139520,17163143218631157208842240,295679,125866
17163143218631157208842240,86614,17163143218631157208842240,67840,52480
17163143218631157208842240,106240,17163143218631157208842240,98560,55467
