18,64853,18,49920,11094,18,13524066
18,20054,18,30720,9386,18,4028590
18,16213,18,27733,11094,18,6315952
18,13227,18,26027,10667,18,2971310
18,14079,18,18346,8533,18,2300162
18,12800,18,17920,10241,18,2454190
18,12800,18,9386,5120,18,2388908
18,12800,18,23894,12374,18,2390189
18,18348,18,9815,5120,18,2417495
18,13226,18,13653,7253,18,2242135
18,61013,18,43948,11093,18,11014410
18,29013,18,867414,14508,18,5576964
18,18773,18,27733,9814,18,8192861
18,16641,18,293547,27734,18,3287470
18,10240,18,10666,5973,18,1844481
18,9386,18,11093,8107,18,2233602
18,18773,18,17920,8106,18,2120535
18,10240,18,16213,7680,18,2545496
18,12373,18,13653,7680,18,2173868
18,11093,18,11947,22186,18,2022401
18,62294,18,47360,11094,18,12058037
18,19628,18,59307,14507,18,4328963
18,17493,18,22187,10667,18,3951364
18,13653,18,34560,11519,18,7657393
18,14080,18,19200,8534,18,2679895
18,14933,18,19626,7681,18,2370136
18,22186,18,18773,14080,18,2591148
18,29866,18,28160,8534,18,2789977
18,12374,18,13227,6400,18,2420482
18,12799,18,14080,10667,18,2988804
18,90026,18,84053,16214,18,12375050
18,38827,18,29866,11094,18,4536751
18,18773,18,23467,11094,18,5540698
18,90880,18,26880,11093,18,4122030
18,16213,18,16639,8107,18,2974295
18,9387,18,15359,7680,18,2450350
18,14080,18,9386,4266,18,1661015
18,9387,18,10666,5120,18,2330882
18,11093,18,14507,8533,18,1974615
18,12373,18,17921,29441,18,2845016
18,92160,18,75946,15360,18,13930253
18,44374,18,34134,11520,18,4686510
18,17067,18,21760,11093,18,6446938
18,14933,18,37547,11094,18,3069869
18,12374,18,16640,8106,18,2501550
18,17066,18,24321,8960,18,2770775
18,18348,18,16214,6826,18,2086829
18,11093,18,11947,6400,18,1735681
18,9814,18,11520,4266,18,2174295
18,10666,18,14079,19626,18,2254081
18,66987,18,65281,14079,18,11650998
18,31146,18,27734,11947,18,4188591
18,19200,18,32426,23041,18,3237123
18,14507,18,24320,11094,18,3191896
18,15359,18,17493,9386,18,2532268
18,13654,18,20907,7254,18,2472535
18,22188,18,16640,7253,18,2679469
18,13653,18,15360,7253,18,2220376
18,9813,18,11093,5546,18,2237443
18,14507,18,24320,28160,18,2419202
18,78080,18,64000,25600,18,10047583
18,26026,18,23039,10240,18,3972270
18,19626,18,20480,10666,18,3811417
18,14081,18,23893,11093,18,12003424
18,14507,18,16640,8533,18,2318082
18,12800,18,15787,7680,18,2276695
18,21333,18,20053,7681,18,2369709
18,13653,18,15788,7253,18,2205015
18,14507,18,19627,7680,18,2171309
18,9388,18,14933,21333,18,2079575
18,73813,18,47360,10666,18,15089932
18,38826,18,29867,17493,18,6753285
18,30294,18,28160,10240,18,6426885
18,13653,18,22186,11093,18,3127043
18,13226,18,17066,8107,18,2580482
18,15361,18,19626,7681,18,3388591
18,19626,18,17920,7680,18,2923523
18,14080,18,16213,10667,18,2557442
18,14934,18,18347,6826,18,2123949
18,13226,18,16213,10667,18,2110722
18,76801,18,47360,11093,18,12783371
18,41386,18,40107,11094,18,4563630
18,19200,18,28161,9386,18,4149764
18,14080,18,24319,10239,18,2710615
18,12800,18,16214,8107,18,2381655
18,11946,18,13227,9813,18,2772910
18,16213,18,11947,6827,18,2006616
18,8534,18,8533,15786,18,2181549
18,9386,18,9813,4694,18,2231041
18,11520,18,18775,6400,18,2161068
18,63147,18,43947,12799,18,13128971
18,32428,18,32854,12373,18,3415896
18,18346,18,23040,10240,18,7152219
18,14933,18,20480,10666,18,2893229
18,15361,18,21760,10667,18,3508910
18,26880,18,20480,8960,18,2251521
18,17920,18,16640,7680,18,2248108
18,10666,18,14506,5120,18,2052695
18,9386,18,11946,5546,18,2184535
18,13227,18,15360,22614,18,2123096
